machine_id,file
48,434055860.dcm
210,641009763.dcm
210,670523501.dcm
210,973811983.dcm
210,1419692883.dcm
21,160570310.dcm
21,1840668556.dcm
21,1589166842.dcm
21,1589201632.dcm
48,947712632.dcm
48,1064243810.dcm
48,408748062.dcm
48,416016237.dcm
49,458523517.dcm
49,1652611326.dcm
49,543058874.dcm
49,1011092843.dcm
29,1227964232.dcm
29,1318216180.dcm
29,303804772.dcm
29,1314051115.dcm
29,906010733.dcm
29,992508154.dcm
29,1314604038.dcm
29,1975185164.dcm
48,1555081069.dcm
48,1574345623.dcm
48,1006352564.dcm
48,1596026020.dcm
48,987390562.dcm
48,1557454986.dcm
48,775741883.dcm
48,1778712548.dcm
49,346596075.dcm
49,1525142834.dcm
49,85225071.dcm
49,1900441530.dcm
49,175460292.dcm
49,715094234.dcm
49,33527335.dcm
49,1339389005.dcm
49,2024508397.dcm
49,1262921739.dcm
49,1542135573.dcm
49,884048080.dcm
49,1678775567.dcm
49,1705487170.dcm
48,29506982.dcm
48,1194639276.dcm
48,1931746489.dcm
48,2124183126.dcm
21,733365990.dcm
21,1686151714.dcm
21,1733056585.dcm
21,1879940803.dcm
49,238354177.dcm
49,1674805894.dcm
49,613253184.dcm
49,1205555300.dcm
93,575420835.dcm
93,817141957.dcm
93,226566378.dcm
93,1323375800.dcm
21,563577433.dcm
21,979983129.dcm
21,874838880.dcm
21,1427947076.dcm
29,1416144741.dcm
29,1632055754.dcm
29,779974409.dcm
29,855200453.dcm
49,949053600.dcm
49,1429842380.dcm
49,1893254948.dcm
49,866266650.dcm
49,872512401.dcm
49,902497794.dcm
29,84884968.dcm
29,164811751.dcm
29,950620623.dcm
29,951735282.dcm
48,462658679.dcm
48,1978076833.dcm
48,381296825.dcm
48,2075992898.dcm
49,381796840.dcm
49,674255496.dcm
49,1720527315.dcm
49,938064816.dcm
49,1221657198.dcm
170,903393257.dcm
170,1837010302.dcm
170,133654783.dcm
170,395820214.dcm
29,687983278.dcm
29,1402745779.dcm
29,1009071738.dcm
29,2017846614.dcm
48,822219975.dcm
48,1956351397.dcm
48,282275012.dcm
48,903641268.dcm
21,199100270.dcm
21,818720685.dcm
21,153055156.dcm
21,1418024067.dcm
216,11003818.dcm
216,1741873132.dcm
216,158076016.dcm
216,1525243461.dcm
29,1451929890.dcm
29,2033444912.dcm
29,1291282795.dcm
29,1675260565.dcm
21,642490364.dcm
21,2113655138.dcm
21,931221852.dcm
21,1558460034.dcm
29,626995004.dcm
29,882855657.dcm
29,1291857554.dcm
29,1379399794.dcm
29,1846511163.dcm
48,551603084.dcm
48,921501865.dcm
48,1195465623.dcm
48,1828104447.dcm
49,667878599.dcm
49,813076680.dcm
49,1058941561.dcm
49,1019153529.dcm
49,1846734096.dcm
21,123573408.dcm
21,247906783.dcm
21,891687898.dcm
21,1454153086.dcm
48,1359611970.dcm
48,1505808595.dcm
48,176599341.dcm
48,392037395.dcm
29,1162959302.dcm
29,2022157933.dcm
29,268517454.dcm
29,1278682066.dcm
48,804050901.dcm
48,1430250620.dcm
48,763972882.dcm
48,1203941744.dcm
21,225869822.dcm
21,2141982020.dcm
21,779163252.dcm
21,1635592421.dcm
21,377316770.dcm
21,714769516.dcm
21,950188136.dcm
21,1122555796.dcm
49,503852466.dcm
49,831113054.dcm
49,331778792.dcm
49,1690578764.dcm
49,908846980.dcm
49,1026377280.dcm
49,1371133989.dcm
49,1763899186.dcm
49,1573836906.dcm
49,1872110028.dcm
49,2000211269.dcm
49,1231769657.dcm
49,2065061464.dcm
21,889341375.dcm
21,1654417118.dcm
21,77926474.dcm
21,463907481.dcm
49,471430745.dcm
49,1919685268.dcm
49,838501173.dcm
49,1449681779.dcm
49,604131204.dcm
49,1322655705.dcm
49,246307789.dcm
49,285588718.dcm
49,881704321.dcm
49,1203574038.dcm
49,1267354428.dcm
49,1644388791.dcm
49,262127506.dcm
49,397277886.dcm
49,988205886.dcm
49,1873470703.dcm
49,1965847265.dcm
49,2015484089.dcm
29,1055995878.dcm
29,1664123443.dcm
29,731331843.dcm
29,1679244795.dcm
21,729681271.dcm
21,1741945738.dcm
21,1562278496.dcm
21,1980405042.dcm
29,326594029.dcm
29,1950315884.dcm
29,1010719149.dcm
29,1268325674.dcm
210,280379768.dcm
210,501751152.dcm
210,1131026766.dcm
210,151076174.dcm
210,1229134258.dcm
210,1507661209.dcm
216,581007994.dcm
216,996116471.dcm
216,174679015.dcm
216,1762758400.dcm
49,935463659.dcm
49,1349665402.dcm
49,2046823838.dcm
49,2087512308.dcm
49,751269985.dcm
49,1370963308.dcm
49,1586161004.dcm
49,1925119970.dcm
49,1321341249.dcm
49,1573855516.dcm
49,972010231.dcm
49,1225996906.dcm
48,305329464.dcm
48,1420631429.dcm
48,1613790877.dcm
48,1944241267.dcm
49,668178624.dcm
49,1596550097.dcm
49,503983065.dcm
49,1021389971.dcm
49,1347819932.dcm
49,1536869934.dcm
48,1222111524.dcm
48,1453178427.dcm
48,838852899.dcm
48,1108923675.dcm
48,980527730.dcm
48,1460658674.dcm
48,389050055.dcm
48,1586297776.dcm
48,79695587.dcm
48,1808895995.dcm
48,570051598.dcm
48,1445659681.dcm
49,252015763.dcm
49,260952996.dcm
49,1131384894.dcm
49,1948209471.dcm
49,976891524.dcm
49,1517470249.dcm
49,667255843.dcm
49,673930318.dcm
48,200549961.dcm
48,1729179759.dcm
48,1557949832.dcm
48,1737493826.dcm
21,1076552828.dcm
21,1814653875.dcm
21,915609818.dcm
21,1532387412.dcm
29,869797540.dcm
29,1776450328.dcm
29,1154111008.dcm
29,2082622520.dcm
48,891457301.dcm
48,1147761893.dcm
48,2088632300.dcm
48,1216427802.dcm
48,1280047177.dcm
48,2095981699.dcm
49,1262646758.dcm
49,2084655001.dcm
49,812859243.dcm
49,1309574083.dcm
29,164984060.dcm
29,1585585711.dcm
29,24720308.dcm
29,1937215365.dcm
48,770561952.dcm
48,787987124.dcm
48,13965551.dcm
48,1252126344.dcm
29,1151079536.dcm
29,1618734363.dcm
29,1390396834.dcm
29,1420829365.dcm
49,1131366927.dcm
49,1341629187.dcm
49,1778199301.dcm
49,44060565.dcm
49,1636967565.dcm
49,464380064.dcm
49,513020046.dcm
49,878062510.dcm
49,2021615514.dcm
48,1539974177.dcm
48,1835147932.dcm
48,904416852.dcm
48,1823991315.dcm
216,1401465918.dcm
216,1604351855.dcm
216,569896072.dcm
216,998455192.dcm
48,153966998.dcm
48,776910690.dcm
48,1732937436.dcm
48,1940903555.dcm
48,389009787.dcm
48,596065158.dcm
48,883428535.dcm
48,275743175.dcm
48,1461205492.dcm
48,1481236904.dcm
29,122409263.dcm
29,174949495.dcm
29,1597647170.dcm
29,1804642379.dcm
49,281984829.dcm
49,919855065.dcm
49,1605137309.dcm
49,1833135619.dcm
49,31297658.dcm
49,1062095857.dcm
49,1211636441.dcm
49,1787403822.dcm
49,2013942329.dcm
49,812965527.dcm
49,1529224901.dcm
49,2142797368.dcm
49,1430876957.dcm
49,1607699525.dcm
49,1659365020.dcm
21,648675697.dcm
21,1602318482.dcm
21,147300082.dcm
21,1528171744.dcm
49,173305807.dcm
49,979667789.dcm
49,531412394.dcm
49,1814729638.dcm
29,781065391.dcm
29,1951931561.dcm
29,634618947.dcm
29,2087331885.dcm
49,1176938475.dcm
49,1393952958.dcm
49,56859322.dcm
49,2133430485.dcm
49,588825085.dcm
49,729470678.dcm
49,962704001.dcm
49,1105753999.dcm
49,1379326042.dcm
21,1400105024.dcm
21,1664252852.dcm
21,538750472.dcm
21,586839540.dcm
21,318856526.dcm
21,448093818.dcm
21,403492759.dcm
21,485045875.dcm
29,650182693.dcm
29,738287522.dcm
29,269118437.dcm
29,807962192.dcm
49,389934555.dcm
49,446013051.dcm
49,1262445748.dcm
49,262744540.dcm
49,1643462201.dcm
49,1704942198.dcm
21,1448521656.dcm
21,1925866161.dcm
21,234442440.dcm
21,1856158195.dcm
49,1074314477.dcm
49,1759570173.dcm
49,460212797.dcm
49,996211588.dcm
49,1933260324.dcm
29,1744990656.dcm
29,1909808599.dcm
29,632455116.dcm
29,1843719284.dcm
21,894620568.dcm
21,1438473485.dcm
21,253396261.dcm
21,2024065768.dcm
49,314932821.dcm
49,1340714452.dcm
49,192940406.dcm
49,2059790301.dcm
48,1593351795.dcm
48,2002715949.dcm
48,187996169.dcm
48,1273936926.dcm
48,875702059.dcm
48,1798639633.dcm
48,858809583.dcm
48,2141020986.dcm
48,186952081.dcm
48,1733241233.dcm
48,241538125.dcm
48,2120961337.dcm
29,339088393.dcm
29,2098512812.dcm
29,920405227.dcm
29,1067536663.dcm
48,959163784.dcm
48,1446998474.dcm
48,42429860.dcm
48,1413222382.dcm
29,1509017629.dcm
29,1957636078.dcm
29,593374336.dcm
29,1197571857.dcm
49,274144628.dcm
49,781168530.dcm
49,1220923396.dcm
49,1603972171.dcm
48,1105114522.dcm
48,1543025262.dcm
48,385818642.dcm
48,668035091.dcm
21,1195860290.dcm
21,1771709262.dcm
21,536751157.dcm
21,1381758863.dcm
21,752111742.dcm
21,1932184089.dcm
21,1697937958.dcm
21,1763637532.dcm
29,595493471.dcm
29,1273872476.dcm
29,526574996.dcm
29,1323273524.dcm
49,1004068884.dcm
49,1231425909.dcm
49,1081357453.dcm
49,1839045188.dcm
49,2011754958.dcm
48,730098396.dcm
48,1288307365.dcm
48,730996021.dcm
48,1396120694.dcm
49,484480.dcm
49,1182594405.dcm
49,1713112320.dcm
49,1017412.dcm
49,1237033188.dcm
49,1981553982.dcm
48,2131513711.dcm
48,2141136575.dcm
48,762981471.dcm
48,2097890958.dcm
21,873692485.dcm
21,1544283669.dcm
21,1064098879.dcm
21,1271604379.dcm
49,1010871168.dcm
49,1771078884.dcm
49,1330099472.dcm
49,1375680112.dcm
93,1511947913.dcm
93,1674997370.dcm
93,1892637434.dcm
93,1385706666.dcm
93,1561180825.dcm
93,1705557002.dcm
48,1111005450.dcm
48,2128803448.dcm
48,228323951.dcm
48,849323409.dcm
49,1724448470.dcm
49,1951887468.dcm
49,1089809380.dcm
49,1704660444.dcm
49,174415167.dcm
49,1499824279.dcm
49,835160304.dcm
49,871328251.dcm
49,223835972.dcm
49,1976792080.dcm
49,1366546385.dcm
49,2008681298.dcm
49,1340987907.dcm
49,1517898891.dcm
49,1545755829.dcm
49,1740886467.dcm
49,890480233.dcm
49,1149915293.dcm
48,127538020.dcm
48,351317123.dcm
48,1457024410.dcm
48,66210900.dcm
48,785280368.dcm
48,1728113799.dcm
48,27605607.dcm
48,600332649.dcm
48,706910795.dcm
48,1404421924.dcm
49,390162528.dcm
49,448381406.dcm
49,1368910304.dcm
49,834918356.dcm
49,1860111492.dcm
21,3612659.dcm
21,641803842.dcm
21,232925609.dcm
21,2066734241.dcm
93,528611413.dcm
93,748286443.dcm
93,28713475.dcm
93,1133344123.dcm
48,1005405540.dcm
48,1533873312.dcm
48,186789114.dcm
48,1674101775.dcm
49,97660380.dcm
49,641814457.dcm
49,1802552036.dcm
49,1355185060.dcm
49,1378233912.dcm
49,1510777733.dcm
21,806093537.dcm
21,1485894958.dcm
21,571096830.dcm
21,2024618154.dcm
216,516547413.dcm
216,1928593284.dcm
216,471643474.dcm
216,1369426452.dcm
29,639090837.dcm
29,1934467727.dcm
29,533580777.dcm
29,1633913664.dcm
216,115101454.dcm
216,2049169913.dcm
216,968367765.dcm
216,1024465844.dcm
216,1464324074.dcm
216,1972717405.dcm
49,91115299.dcm
49,1599642631.dcm
49,1716455530.dcm
49,58431899.dcm
49,832105667.dcm
49,1715575979.dcm
29,751935569.dcm
29,1211755984.dcm
29,364263039.dcm
29,1762309506.dcm
49,699483148.dcm
49,1261942629.dcm
49,2081164473.dcm
49,91792419.dcm
49,524023364.dcm
49,915178488.dcm
49,709053372.dcm
49,2105210264.dcm
49,272115446.dcm
49,1355596210.dcm
29,385935773.dcm
29,1626548725.dcm
29,1955252917.dcm
29,2136477996.dcm
49,1152323867.dcm
49,1762855752.dcm
49,370499171.dcm
49,1607230991.dcm
49,1068371039.dcm
49,1408068438.dcm
49,2110467484.dcm
49,1354287549.dcm
49,1430806553.dcm
49,1993217855.dcm
49,41580094.dcm
49,853041437.dcm
49,1428006543.dcm
49,1901821288.dcm
48,10881840.dcm
48,166187622.dcm
48,1432820589.dcm
48,1659573970.dcm
29,434170886.dcm
29,2029616213.dcm
29,548791960.dcm
29,832903553.dcm
49,158225988.dcm
49,799682815.dcm
49,2120752075.dcm
49,44468990.dcm
49,787178218.dcm
49,1337751921.dcm
49,343839081.dcm
49,415933816.dcm
49,1944759055.dcm
49,1511920057.dcm
49,1581775619.dcm
29,595411869.dcm
29,1368936728.dcm
29,753983342.dcm
29,1632267784.dcm
48,1461374087.dcm
48,1681672940.dcm
48,335365491.dcm
48,1839067560.dcm
49,1926050024.dcm
49,1927587225.dcm
49,1357134409.dcm
49,1416980837.dcm
49,129883766.dcm
49,957366792.dcm
49,1554189714.dcm
49,58810474.dcm
49,315660755.dcm
49,1909904463.dcm
170,136886474.dcm
170,1197116555.dcm
170,134134676.dcm
170,1220177253.dcm
48,1115199432.dcm
48,1493617585.dcm
48,1303899070.dcm
48,1744573617.dcm
48,885044824.dcm
48,1485060634.dcm
48,298856585.dcm
48,2084750332.dcm
29,197307565.dcm
29,1380876717.dcm
29,1775824683.dcm
29,1989186100.dcm
29,139477199.dcm
29,1419575759.dcm
29,1955421032.dcm
29,409612725.dcm
29,1197166202.dcm
29,1277372476.dcm
21,141991477.dcm
21,581551955.dcm
21,1270779275.dcm
21,1363940632.dcm
21,1514776514.dcm
49,1583368514.dcm
49,1898713420.dcm
49,2069197350.dcm
49,843871731.dcm
49,1370677901.dcm
49,1373700725.dcm
29,346391436.dcm
29,1466339199.dcm
29,1504702594.dcm
29,2075012359.dcm
93,490656720.dcm
93,770001331.dcm
93,1408269269.dcm
93,1972212152.dcm
93,1984497588.dcm
93,72403919.dcm
93,222369463.dcm
93,292738199.dcm
93,535097906.dcm
93,636417418.dcm
49,877644800.dcm
49,1909411000.dcm
49,723536926.dcm
49,1018615359.dcm
49,576582655.dcm
49,1736613750.dcm
49,443838101.dcm
49,725476677.dcm
49,407005876.dcm
49,2052853292.dcm
49,18785166.dcm
49,331447396.dcm
49,384833353.dcm
49,2118662460.dcm
29,243718025.dcm
29,1300489913.dcm
29,483089823.dcm
29,1079271172.dcm
49,304474565.dcm
49,488895936.dcm
49,2126618093.dcm
49,1525263050.dcm
49,1986527501.dcm
48,674344482.dcm
48,1804876621.dcm
48,725989616.dcm
48,763798760.dcm
21,443228083.dcm
21,607208583.dcm
21,14716440.dcm
21,720621564.dcm
21,2005998503.dcm
216,1238858368.dcm
216,1536617761.dcm
216,355796395.dcm
216,2003359401.dcm
216,379507557.dcm
216,1340074154.dcm
216,1771888236.dcm
216,1783903530.dcm
216,1852699966.dcm
216,2045552747.dcm
49,146978545.dcm
49,230036674.dcm
49,1226471466.dcm
49,763624337.dcm
49,952031731.dcm
49,1147653067.dcm
48,310233155.dcm
48,1892280921.dcm
48,805296863.dcm
48,1544351217.dcm
49,1831991092.dcm
49,2068502581.dcm
49,318261740.dcm
49,1196197997.dcm
49,101620137.dcm
49,1593576576.dcm
49,1713353477.dcm
49,402817604.dcm
49,497049756.dcm
49,1595471684.dcm
48,352789163.dcm
48,1312077880.dcm
48,752280395.dcm
48,1510774406.dcm
210,908878333.dcm
210,916509136.dcm
210,1685234535.dcm
210,844369938.dcm
210,970646141.dcm
29,819554607.dcm
29,1354813289.dcm
29,204524608.dcm
29,555092689.dcm
49,14940303.dcm
49,266249511.dcm
49,570554298.dcm
49,665281000.dcm
49,1288701276.dcm
49,1440387646.dcm
21,1115531311.dcm
21,2110652460.dcm
21,407655148.dcm
21,1198421678.dcm
21,415437902.dcm
21,1932737139.dcm
21,892282177.dcm
21,1027393851.dcm
49,1689459791.dcm
49,2064412914.dcm
49,1091976142.dcm
49,1948967565.dcm
49,201111881.dcm
49,638792196.dcm
49,1731903979.dcm
49,85346148.dcm
49,638158199.dcm
49,1063426888.dcm
49,1395014144.dcm
21,245741606.dcm
21,1423195801.dcm
21,150001369.dcm
21,558819808.dcm
49,849793332.dcm
49,1212730016.dcm
49,345242790.dcm
49,1004219935.dcm
21,668291325.dcm
21,1004618544.dcm
21,1103586230.dcm
21,1132589908.dcm
21,979179404.dcm
21,1699951462.dcm
21,102364666.dcm
21,377847481.dcm
21,413481774.dcm
21,1402511026.dcm
21,136529825.dcm
21,1091782245.dcm
29,1904744445.dcm
29,2033665493.dcm
29,1940049583.dcm
29,2084223975.dcm
29,972654955.dcm
29,1033027449.dcm
29,692627203.dcm
29,749240226.dcm
49,789454009.dcm
49,804637886.dcm
49,1596311133.dcm
49,1808016508.dcm
21,19630514.dcm
21,415200744.dcm
21,30342028.dcm
21,1024803458.dcm
49,74419941.dcm
49,498515145.dcm
49,954371943.dcm
49,1093458633.dcm
49,449118450.dcm
49,954225792.dcm
49,175328738.dcm
49,454199614.dcm
49,875856890.dcm
49,1490738711.dcm
29,1709000673.dcm
29,1811841237.dcm
29,700763192.dcm
29,961846386.dcm
49,28529658.dcm
49,71091269.dcm
49,488848855.dcm
49,1084474740.dcm
49,1313318609.dcm
21,1009635466.dcm
21,1099170190.dcm
21,315694403.dcm
21,1534902733.dcm
48,1548193042.dcm
48,1730792805.dcm
48,329786533.dcm
48,1927000564.dcm
29,633105964.dcm
29,713687917.dcm
29,1134697751.dcm
29,2014173166.dcm
49,1455244273.dcm
49,2106091686.dcm
49,429749273.dcm
49,1462283621.dcm
49,770949481.dcm
49,1449020698.dcm
49,1163686892.dcm
49,1540582707.dcm
49,344098407.dcm
49,1362623735.dcm
49,1544104109.dcm
49,1999570636.dcm
29,565678037.dcm
29,596642787.dcm
29,361866094.dcm
29,617189580.dcm
29,937244710.dcm
29,2106279820.dcm
29,1869860952.dcm
29,1970577407.dcm
49,1059307872.dcm
49,2058096885.dcm
49,480431071.dcm
49,1382263671.dcm
21,561671226.dcm
21,627709024.dcm
21,785936259.dcm
21,843390068.dcm
29,1765002339.dcm
29,1992011482.dcm
29,129692525.dcm
29,784887834.dcm
29,868168616.dcm
29,1184310078.dcm
29,822395080.dcm
29,1171817874.dcm
29,139426796.dcm
29,575061436.dcm
29,470623425.dcm
29,1877296215.dcm
49,37475403.dcm
49,51356951.dcm
49,1388935026.dcm
49,2038341379.dcm
49,600399615.dcm
49,1119760511.dcm
49,1394735537.dcm
49,1441646166.dcm
49,1962374694.dcm
93,1384436364.dcm
93,1431541643.dcm
93,2053285993.dcm
93,1524624715.dcm
93,2068865780.dcm
49,509377934.dcm
49,1953670723.dcm
49,507826326.dcm
49,1249155094.dcm
49,1353061617.dcm
48,1021183929.dcm
48,1583251467.dcm
48,485362357.dcm
48,1367598663.dcm
49,340837767.dcm
49,575872419.dcm
49,1172333923.dcm
49,926624312.dcm
49,940286717.dcm
49,1247995608.dcm
49,1014184332.dcm
49,1862501577.dcm
49,1078594258.dcm
49,1258659056.dcm
93,1336811783.dcm
93,1737669777.dcm
93,1681544103.dcm
93,1923297632.dcm
49,2014797922.dcm
49,2104616132.dcm
49,5780150.dcm
49,1202733879.dcm
49,465826610.dcm
49,1214522602.dcm
49,334614907.dcm
49,635227682.dcm
49,1492962702.dcm
29,568186782.dcm
29,1615624572.dcm
29,774456009.dcm
29,2033554855.dcm
49,275151074.dcm
49,863278951.dcm
49,2127665456.dcm
49,1267884728.dcm
49,1550281794.dcm
49,108865866.dcm
49,579957595.dcm
49,1088989301.dcm
49,443126798.dcm
49,907277590.dcm
49,1323566804.dcm
170,900409797.dcm
170,1138802757.dcm
170,346963499.dcm
170,1255236431.dcm
48,126201979.dcm
48,434602376.dcm
48,1651094481.dcm
48,1827368450.dcm
21,1454898061.dcm
21,1739720226.dcm
21,480044581.dcm
21,1178319029.dcm
93,484722668.dcm
93,833421646.dcm
93,146746856.dcm
93,1563162882.dcm
49,349554513.dcm
49,1072632701.dcm
49,1600425758.dcm
49,661957877.dcm
49,774382579.dcm
49,941320720.dcm
49,2072496680.dcm
48,13810689.dcm
48,1408731351.dcm
48,1309541714.dcm
48,1994990382.dcm
29,81703421.dcm
29,1460331379.dcm
29,352655067.dcm
29,1464887350.dcm
49,618873151.dcm
49,1694740453.dcm
49,790248220.dcm
49,1267786936.dcm
29,1897478680.dcm
29,1982250662.dcm
29,1104355727.dcm
29,1397263674.dcm
49,630217849.dcm
49,783229013.dcm
49,1686476356.dcm
49,1693915360.dcm
49,1725263085.dcm
48,1103913759.dcm
48,1299194620.dcm
48,463930359.dcm
48,1629652788.dcm
49,38362755.dcm
49,1173033179.dcm
49,1682517625.dcm
49,1146443832.dcm
49,1317671618.dcm
49,1359710410.dcm
29,1712612317.dcm
29,1920435875.dcm
29,112990784.dcm
29,793868015.dcm
49,366568190.dcm
49,412431132.dcm
49,1117924917.dcm
49,428595380.dcm
49,900197841.dcm
49,452387155.dcm
49,911781044.dcm
49,1628106023.dcm
49,2068193928.dcm
49,2132008893.dcm
49,42952241.dcm
49,134523937.dcm
49,1541367572.dcm
49,1735069239.dcm
49,1084350136.dcm
49,1996783751.dcm
49,585352104.dcm
49,1449221679.dcm
48,24643906.dcm
48,1107882751.dcm
48,1108891249.dcm
48,205642719.dcm
48,1804671186.dcm
48,862791907.dcm
48,1752932243.dcm
48,1465604473.dcm
48,1944031061.dcm
48,442815464.dcm
48,914043890.dcm
48,1464760605.dcm
48,1531151973.dcm
49,875404832.dcm
49,1917144602.dcm
49,96373593.dcm
49,428094049.dcm
93,461049600.dcm
93,855923920.dcm
93,1271242363.dcm
93,589895634.dcm
93,1419009893.dcm
93,1912033216.dcm
49,583924462.dcm
49,1923194507.dcm
49,85541670.dcm
49,645692601.dcm
21,186410002.dcm
21,776190241.dcm
21,1316164599.dcm
21,1387619707.dcm
21,300488990.dcm
21,2088386005.dcm
21,970184521.dcm
21,1240506624.dcm
29,1538644020.dcm
29,1992109729.dcm
29,535635438.dcm
29,2125299080.dcm
29,214869886.dcm
29,2048404001.dcm
29,1775812428.dcm
29,1829201442.dcm
48,41529726.dcm
48,843106486.dcm
48,20500925.dcm
48,1348514082.dcm
48,1112579354.dcm
48,1336280792.dcm
48,1614220817.dcm
48,99111585.dcm
48,2120850106.dcm
21,213799708.dcm
21,769127326.dcm
21,609059149.dcm
21,1669668443.dcm
216,38223454.dcm
216,280427216.dcm
216,1297762332.dcm
216,178718856.dcm
216,587731851.dcm
216,951780220.dcm
21,1701048127.dcm
21,1791463021.dcm
21,1191770628.dcm
21,2087346054.dcm
49,79385849.dcm
49,1142059322.dcm
49,1852604367.dcm
49,263651359.dcm
49,1558167012.dcm
49,794211903.dcm
49,1237391896.dcm
49,380243286.dcm
49,757991004.dcm
49,1301534824.dcm
93,1023781400.dcm
93,1390527238.dcm
93,1407156472.dcm
93,632713075.dcm
93,1352100596.dcm
93,1938055275.dcm
93,2088406419.dcm
49,135787921.dcm
49,312382431.dcm
49,1462083611.dcm
49,1980928765.dcm
49,2089222025.dcm
49,119248387.dcm
49,1042543070.dcm
49,1096924384.dcm
49,1626904413.dcm
49,1651203659.dcm
48,1306941244.dcm
48,1765097478.dcm
48,104303229.dcm
48,1912714247.dcm
49,11319137.dcm
49,279323360.dcm
49,990583458.dcm
49,97187007.dcm
49,1145515711.dcm
49,1208705082.dcm
21,1771460891.dcm
21,2117237362.dcm
21,1251180363.dcm
21,1390317709.dcm
29,408489380.dcm
29,942357410.dcm
29,14387862.dcm
29,482999873.dcm
49,29333127.dcm
49,202495746.dcm
49,548338081.dcm
49,94668212.dcm
49,994448511.dcm
49,243106913.dcm
49,871995999.dcm
49,206272235.dcm
49,840797550.dcm
49,1292102129.dcm
48,1371151423.dcm
48,1846189050.dcm
48,745406142.dcm
48,1702806468.dcm
21,4036352.dcm
21,1462677543.dcm
21,542265610.dcm
21,719717253.dcm
48,1312979917.dcm
48,1663628589.dcm
48,605726079.dcm
48,611871302.dcm
49,119893971.dcm
49,1500138624.dcm
49,96385963.dcm
49,386986381.dcm
29,1015929339.dcm
29,1494928875.dcm
29,93540989.dcm
29,1802559688.dcm
21,223491402.dcm
21,1171134925.dcm
21,1602406571.dcm
21,1718904483.dcm
21,843001476.dcm
21,2080704145.dcm
21,1441423570.dcm
21,1996636099.dcm
21,297665361.dcm
21,397438257.dcm
21,132566962.dcm
21,430973167.dcm
49,1828252259.dcm
49,1930484512.dcm
49,1288076409.dcm
49,1743438993.dcm
48,219839681.dcm
48,446789447.dcm
48,1964334539.dcm
48,546276817.dcm
48,880526317.dcm
49,660790023.dcm
49,1114729288.dcm
49,1742465484.dcm
49,138126676.dcm
49,511030638.dcm
49,2118457620.dcm
49,59570116.dcm
49,559184786.dcm
49,1115642967.dcm
49,1552791724.dcm
49,883858254.dcm
49,2048900690.dcm
49,2073458503.dcm
49,893341790.dcm
49,981389635.dcm
49,1667623374.dcm
49,2112754059.dcm
49,448684333.dcm
49,901543638.dcm
49,1564711014.dcm
49,1620574508.dcm
49,595373169.dcm
49,990418495.dcm
49,87510051.dcm
49,612451325.dcm
49,1930741343.dcm
49,304734585.dcm
49,959874006.dcm
29,328922640.dcm
29,999560750.dcm
29,821225245.dcm
29,1110546000.dcm
21,1326303237.dcm
21,1506260003.dcm
21,1224467480.dcm
21,1499768223.dcm
21,316485361.dcm
21,850372042.dcm
21,923892667.dcm
21,1982484257.dcm
48,1814113188.dcm
48,1918054170.dcm
48,1293780608.dcm
48,1512808630.dcm
48,1527454588.dcm
29,637731523.dcm
29,2064605846.dcm
29,314195744.dcm
29,1628382164.dcm
29,1957254167.dcm
48,462391783.dcm
48,994290291.dcm
48,49229748.dcm
48,1064713119.dcm
29,1071906074.dcm
29,1231809941.dcm
29,585515574.dcm
29,1126356676.dcm
48,911062401.dcm
48,1438495261.dcm
48,211384064.dcm
48,1896910176.dcm
29,541510544.dcm
29,1187238571.dcm
29,271193707.dcm
29,2028958183.dcm
49,1248269254.dcm
49,1886660475.dcm
49,131405109.dcm
49,1068002370.dcm
93,297769392.dcm
93,621776904.dcm
93,1278240734.dcm
93,5523712.dcm
93,218358232.dcm
93,1028974035.dcm
21,1649569785.dcm
21,1798879070.dcm
21,121290627.dcm
21,1935663886.dcm
93,223136491.dcm
93,584978568.dcm
93,1418945219.dcm
93,448185688.dcm
93,769067095.dcm
93,1613053262.dcm
21,1801566584.dcm
21,2050705794.dcm
21,329424965.dcm
21,767435727.dcm
49,712204465.dcm
49,1010508871.dcm
49,97192793.dcm
49,1816966774.dcm
49,128972487.dcm
49,1713144043.dcm
49,1987431205.dcm
49,1322106212.dcm
49,1425400908.dcm
49,134718636.dcm
49,992682196.dcm
49,1630070144.dcm
49,865724455.dcm
49,1853380580.dcm
49,292395452.dcm
49,940457554.dcm
49,1575884075.dcm
49,2107518386.dcm
49,222987705.dcm
49,1087924307.dcm
49,1201759758.dcm
49,1928916458.dcm
21,714473609.dcm
21,1465569015.dcm
21,238170666.dcm
21,1705791662.dcm
49,362386225.dcm
49,1380155488.dcm
49,2040600765.dcm
49,4781199.dcm
49,309188215.dcm
49,1685884348.dcm
21,913290897.dcm
21,1429069594.dcm
21,1116518593.dcm
21,2073664113.dcm
48,21896993.dcm
48,586882714.dcm
48,781390295.dcm
48,678278272.dcm
48,981262020.dcm
48,1533334636.dcm
49,84610713.dcm
49,1057271504.dcm
49,121407639.dcm
49,559766706.dcm
49,2053264590.dcm
48,367421265.dcm
48,443161644.dcm
48,238962585.dcm
48,413383904.dcm
29,1771868071.dcm
29,1971762035.dcm
29,166670854.dcm
29,2064344092.dcm
49,1036750820.dcm
49,1202428057.dcm
49,1410646839.dcm
49,1083363186.dcm
49,1601839348.dcm
49,1653669509.dcm
49,327910948.dcm
49,704182584.dcm
49,1924810759.dcm
